-0.6395,-0.7448,-0.5249,1.0000
-0.3704,-1.1447,0.7471,-1.0000
0.1617,1.6287,0.3962,-1.0000
-0.6181,1.2708,0.4644,-1.0000
-0.6595,-0.0065,-0.5249,1.0000
-0.6595,-0.7296,-0.5249,1.0000
-0.6595,-0.6432,-0.5249,1.0000
0.6298,-1.4677,-0.0479,-1.0000
-0.5670,-0.8647,-0.5249,-1.0000
0.1869,0.5147,0.7471,-1.0000
-0.0682,1.4634,0.0316,-1.0000
-0.5560,-0.5651,-0.5249,1.0000
1.2359,0.0973,0.4644,-1.0000
-0.6595,-0.6492,-0.5249,1.0000
-0.6595,-1.4677,-0.5249,1.0000
-0.6595,-0.1388,-0.5249,1.0000
0.2511,-0.5130,-0.5249,1.0000
-0.6595,-0.8204,-0.5249,1.0000
1.5975,1.5095,2.8996,-1.0000
0.0667,1.5725,0.2845,-1.0000
-0.6595,-0.7489,-0.5249,1.0000
0.4320,1.3037,-0.0012,-1.0000
-0.2598,-0.1404,-0.5249,-1.0000
1.9540,0.8386,0.7471,-1.0000
0.8117,0.1867,-0.5249,-1.0000
-0.6595,-0.7368,1.0940,-1.0000
3.0839,1.1639,-0.5249,-1.0000
-0.0036,-2.0351,-0.5249,-1.0000
-0.6595,-0.8204,-0.5249,1.0000
-0.4689,-0.7018,-0.5249,1.0000
-0.6595,-0.6492,-0.5249,1.0000
2.7607,0.4621,-0.1460,-1.0000
-0.6595,-0.2526,-0.5249,1.0000
-0.6595,-0.1074,-0.5249,1.0000
-0.6595,-0.9675,-0.5249,1.0000
0.1715,1.1464,-0.5249,-1.0000
-0.5284,0.0603,-0.5249,-1.0000
-0.6595,-2.0351,-0.5249,1.0000
-0.6595,0.0309,-0.5249,1.0000
-0.6595,-0.3599,0.9590,1.0000
1.7741,2.1191,1.7010,-1.0000
-0.3214,1.0362,-0.5249,-1.0000
-0.6523,-0.5434,-0.5249,1.0000
-0.6595,-1.0783,-0.5249,1.0000
-0.4866,1.3497,0.0891,-1.0000
-0.6595,-0.8204,-0.5249,1.0000
-0.6595,-0.7723,-0.5249,1.0000
-0.6595,-1.4677,-0.5249,1.0000
-0.6595,-1.2163,-0.5249,1.0000
-0.6595,-0.3270,-0.5249,1.0000
-0.6595,-0.4494,-0.5249,1.0000
-0.6595,-1.4677,-0.5249,1.0000
3.0683,0.8811,2.4430,-1.0000
-0.6595,-1.1997,-0.5249,1.0000
2.1932,0.5805,2.0190,-1.0000
2.8566,0.7093,0.3655,-1.0000
-0.6595,-0.4610,-0.5249,1.0000
-0.2945,0.0686,-0.5249,1.0000
-0.5492,1.6561,-0.2069,-1.0000
0.9916,0.8921,-0.5249,-1.0000
-0.2603,-1.1447,-0.5249,-1.0000
1.5375,0.7556,1.7010,-1.0000
-0.6306,-0.7191,-0.5249,1.0000
-0.6595,0.1109,-0.5249,1.0000
-0.6595,-0.5321,-0.5249,1.0000
0.2053,-0.1302,1.9034,-1.0000
-0.5473,1.3813,1.7978,-1.0000
1.5942,0.5222,0.3655,-1.0000
-0.6595,0.0309,-0.5249,1.0000
1.2811,2.2976,2.0190,-1.0000
1.4490,0.4423,-0.0797,-1.0000
-0.5777,1.7589,1.0940,-1.0000
-0.6595,-0.1388,-0.5249,1.0000
0.1581,0.8271,-0.5249,-1.0000
-0.5994,-0.8204,-0.5249,1.0000
1.0009,2.0301,3.0366,-1.0000
-0.6595,-0.0942,-0.5249,1.0000
2.0785,-0.5732,-0.0563,-1.0000
2.7126,0.9893,2.4430,-1.0000
-0.6595,-0.9675,-0.5249,1.0000
-0.6595,-0.1388,-0.5249,1.0000
-0.6595,-0.7120,-0.5249,1.0000
2.4479,1.4634,1.4107,-1.0000
-0.6595,-0.4722,-0.5249,1.0000
2.4709,1.2502,0.2171,-1.0000
0.0415,0.5213,1.1710,-1.0000
1.8331,1.5440,0.7471,-1.0000
1.3889,1.5199,-0.5249,-1.0000
-0.6595,-0.1733,-0.5249,1.0000
-0.4007,-0.6899,-0.5249,1.0000
2.0574,0.6943,0.4123,-1.0000
-0.2916,0.4236,-0.5249,-1.0000
-0.6595,-2.0351,-0.5249,1.0000
-0.5647,0.4896,-0.0012,-1.0000
-0.6595,-0.5137,-0.5249,-1.0000
-0.5364,-1.0341,-0.5249,1.0000
0.4537,0.9239,-0.5249,-1.0000
2.6648,1.7633,1.2558,-1.0000
1.1372,1.6968,-0.5249,-1.0000
0.0013,1.6221,-0.2551,-1.0000
-0.6479,1.1351,-0.5249,-1.0000
3.6518,0.0465,0.0316,-1.0000
-0.6595,-1.4677,-0.5249,1.0000
-0.4566,-0.8253,-0.5249,1.0000
-0.6595,-0.4076,-0.5249,1.0000
1.0095,-0.2042,-0.5249,1.0000
0.9555,-0.5310,-0.5249,1.0000
1.0813,-1.2152,0.5435,-1.0000
-0.6595,-0.5416,-0.5249,1.0000
0.8920,0.8386,8.3789,-1.0000
-0.5999,-1.2152,-0.5249,1.0000
-0.6595,-0.9434,-0.5249,1.0000
-0.6595,0.0044,-0.5249,1.0000
-0.6595,-0.2778,0.9590,1.0000
-0.6595,-0.2544,-0.5249,1.0000
-0.6595,0.0443,-0.5249,1.0000
